CDKN2D,4.100762,-0.3929155,6.118805,-3.934323,-6.259765,6.366225,1.877764,-4.594261,2.710543,-12.22482,1.317641,4.426217,-4.620897,-1.9954,5.860061,-8.168918,-4.577127,0.3044304,-3.876886,-2.948178,-6.270255,-1.681467,-7.212591,2.974797,27.37587,-3.819859,119.4948,10.80636,3.518388,6.291451
CDKN2D,-10.52449,-4.942592,-13.05329,-0.7199788,-5.919965,-7.506385,-4.814504,-7.353806,-3.830302,-7.145124,-9.130436,-8.51305,-0.5416684,-8.296752,0.913085,2.534125,0.06299544,-4.235518,-6.809011,-14.58,-1.955516,-10.19378,-2.157048,-12.41405,1.197342,2.5164,1.543605,1.381647,4.162215,16.22025
CDKN1B,47.28989,67.75018,60.04832,3.579971,10.41169,-4.968329,-5.567508,4.915264,-0.7841433,-3.589894,1.255941,-6.106663,154.4596,153.6462,145.5046,105.0374,112.6122,102.9889,-8.578688,0.2586571,-4.247425,-7.465384,-5.283599,-5.449509,-5.928165,-12.77644,-4.490741,6.375906,2.771747,1.031419
CDKN1B,125.5629,106.166,139.427,92.3326,91.09897,119.0112,136.3667,120.3259,127.5532,130.2579,174.3653,143.0972,92.46402,87.98922,92.93699,76.94868,69.32732,55.89874,38.08715,28.35079,35.02304,75.92736,65.06966,67.99532,6.117088,6.421734,19.54937,15.30532,538.8474,-7.968489
CDKN1C,20.31092,7.456313,22.20846,42.1073,40.12841,40.73269,26.2937,11.01326,8.587804,13.64065,13.08796,5.212772,35.41611,61.09927,56.89037,57.31927,62.84526,41.00819,16.16121,12.81004,25.80114,16.28643,17.94293,14.99198,12.36088,8.092519,1043.054,29.29167,-3.05247,165.3157
CDKN1A,4.687826,4.955048,2.373144,-1.099264,-1.674482,4.45217,-0.03442582,-3.213688,6.481352,-1.116355,3.84215,1.03656,13.19922,2.022485,-14.44165,3.421357,1.544366,5.456315,10.19949,-3.177452,7.065828,-6.767451,-5.772357,-1.40988,-0.03772808,8.952641,2.612294,29.12841,450.0896,4.244633
CDKN1A,-4.106395,-3.920125,-10.95521,-2.980378,-3.386737,1.371282,-1.499707,2.981569,2.270622,-7.235314,2.952645,-7.415185,-3.801776,-5.873081,-1.514713,-9.026614,0.1662692,1.151053,6.286727,-5.044356,5.077673,-5.965078,-11.52096,-0.9345365,25.96284,-0.8740504,172.1021,2.258664,8.110333,-4.671451
CDK4,4237.089,3244.513,2875.822,6042.854,5400.914,6708.286,6983.657,5575.126,7271.798,5736.73,8994.548,7779.177,963.8318,1086.702,967.8615,1802.961,1786.108,1846.584,6766.304,7012.324,8123.206,7542.113,5675.181,8123.206,14568.96,14674.38,13579.56,15210.17,14174.18,14524.63
CDK6,4867.788,5380.397,4012.425,4387.238,4821.103,5026.799,2981.088,2942.866,3011.504,2866.37,3330.71,3302.633,2019.421,2095.864,1839.244,2370.73,2381.456,2532.635,1330.204,1227.653,1119.38,1406.651,1223.516,1387.376,987.1575,572.9659,929.6837,311.4621,24.22454,1672.786
CDK2,6.234179,15.65328,7.511411,15.24725,11.28934,4.359044,16.34806,16.98962,15.32835,32.20053,9.108109,6.515615,-0.6952313,7.434568,4.490001,-6.952295,-0.5614868,-4.899933,-0.04498389,4.370974,8.230138,3.661774,-4.13984,-2.729233,16.09957,11.7998,436.0822,20.50206,58.90634,8.103459
CDK2,-4.64455,-12.77051,-6.071506,-7.708468,-2.315354,-4.069278,-15.27277,10.49077,-9.882345,-10.46638,1.783336,-10.98854,0.470236,-5.456165,-8.173244,-8.009708,-7.152028,0.9916237,-13.32519,-0.03772808,-6.864616,-5.721375,-1.619462,-8.970492,-4.554785,4.838572,-1.008507,-0.4386507,-2.221391,-13.05169
CDK7,-3.64869,18.5829,23.95389,5.283476,-2.298099,-0.9240587,-2.621794,1.322094,-0.5467392,11.89805,-9.345391,-4.944617,-7.515693,-9.565919,-10.62086,-16.90364,-5.156116,8.672135,-7.347978,-4.203053,1.818389,-3.583154,7.824567,-14.80245,40.77352,-1.070822,3.443255,-1.588712,5.399853,-6.679286
SKP2,39.90114,31.87824,22.78766,12.78227,18.94785,25.82033,15.81237,15.41781,9.645941,25.78806,12.77699,19.73211,43.62625,27.07025,23.42529,24.74736,19.08382,28.53329,52.42258,29.38481,36.07312,24.68365,63.97284,37.53444,-2.073808,-4.170292,2.892469,18.39209,-0.6744186,-10.92929
SKP2,-2.831045,2.017216,-5.284196,3.119204,-0.7264813,3.661085,-4.255286,3.2083,-3.471394,-3.229484,4.392121,-0.9569519,7.335554,-3.665282,2.849385,-9.395572,-7.638022,-0.4051763,5.892234,6.167432,-5.665163,5.339283,-1.976182,-1.283568,-2.280969,-9.865821,5.451291,-3.900092,-0.4355054,-7.601892
SKP2,-8.942024,-10.31359,-9.48746,-5.431102,-1.608272,-16.29173,-8.954258,-6.097132,-10.68043,-3.645525,-4.396524,-2.670834,-2.227986,-9.670217,3.319765,-5.910251,3.691087,10.54376,-10.23748,-5.572741,-1.271351,-7.136893,-8.791431,-3.22801,625.7556,515.4218,559.2071,438.0036,519.5313,601.8066
RBL2,1868.86,2019.421,2283.585,1846.584,1768.117,1785.102,1768.117,1589.979,1809.918,1773.819,1927.818,1622.672,1307.085,1384.378,1303.39,1436.411,1265.864,1361.255,1115.736,804.1243,904.4537,1182.672,1218.677,1261.04,8292.026,8402.046,8647.979,8879.385,8686.876,8647.979
ABL1,7.153181,11.68337,10.11697,8.37565,7.136389,3.38474,-12.55871,-13.0338,-10.17179,-6.687752,-9.552328,-14.11933,2.63229,-6.630447,-0.2470459,-3.569966,-8.573729,-15.02867,-0.2905568,4.065455,-3.480968,34.48033,35.28312,26.76365,-3.400124,-2.998269,-6.450214,-9.296184,-7.983035,-11.00357
ABL1,-6.079311,22.13084,-6.215555,2.157069,12.6007,23.01225,18.47285,15.31319,11.00528,-3.273505,-5.834617,5.828681,-7.327344,7.397697,21.78559,3.603843,2.896983,15.52006,46.08623,8.268969,16.70209,20.87614,-4.476852,12.30704,37.76322,8.541873,907.4777,18.15518,346.0591,255.1141
ABL1,2.280172,-0.1878229,-5.693145,5.755007,0.04527719,-7.862644,-3.756204,-10.64255,-1.173999,-8.027332,-1.99044,0.6587235,0.2710849,-9.092778,-9.837502,-5.250017,4.833768,-10.86252,0.08804885,15.57196,-3.837599,34.65499,-7.292366,-4.129629,6.290676,28.41736,-8.654675,59.46651,2.699759,26.83529
HDAC1,1683.582,2038.529,1932.832,2195.856,2015.152,2659.628,3011.504,2675.558,2978.787,2988.464,3063.751,3520.296,2666.144,2931.972,2604.832,2693.823,2519.642,2593.593,3753.209,3761.196,4129.346,2902.469,2476.98,3039.823,33.92594,6.20895,31.58839,46.07405,3.340033,73.19709
HDAC2,-4.429579,-5.932542,-11.10704,-9.223575,-6.077316,-4.946454,-6.415786,-2.489725,-9.155055,-13.75449,-5.947053,-13.15442,1.264648,-6.29102,-10.06007,-3.427619,-3.122409,-5.586932,-7.807574,-4.519946,-9.658626,-11.9468,-3.023157,-4.19903,-13.78489,-15.04109,-9.213304,-1.10367,-8.940577,3.975234
HDAC2,5.461388,17.95974,4.683145,17.76035,27.74892,16.47435,106.0652,102.9889,88.61768,52.5129,80.6449,72.07436,1.101002,30.72957,8.653882,25.75666,32.62323,8.517138,22.4673,15.24957,10.64818,18.08748,17.22407,28.01727,47.98956,-4.358217,5.302569,10.80034,6.133681,53.01964
CD6,15.30041,24.16926,6.778018,19.8512,20.01555,9.868247,4.936632,-6.010384,33.90353,23.14223,14.17296,-1.343922,18.68999,11.40024,32.93906,13.32341,2.61972,31.08996,8.717984,1.062825,9.747618,15.62981,2.383542,37.45554,1535.218,1485.407,1109.485,1361.255,1294.514,1261.04
CDC45,-5.702011,6.400289,-7.084835,-10.09033,-0.07545696,11.4896,22.65532,-4.366136,-10.908,4.23143,1.251163,-4.837409,-12.01801,-8.14119,-3.13096,-1.851045,1.945039,10.34919,-8.908649,-10.36121,0.2381262,-8.250916,-1.453432,-8.090087,3.275006,1.208054,-2.920387,-6.298541,-1.740862,13.42015
CDK7,-3.64869,18.5829,23.95389,5.283476,-2.298099,-0.9240587,-2.621794,1.322094,-0.5467392,11.89805,-9.345391,-4.944617,-7.515693,-9.565919,-10.62086,-16.90364,-5.156116,8.672135,-7.347978,-4.203053,1.818389,-3.583154,7.824567,-14.80245,40.77352,-1.070822,3.443255,-1.588712,5.399853,-6.679286
MCM2,-5.620635,-1.305131,-2.617758,-0.3180659,-1.27069,-12.50769,-3.50593,-10.99265,2.529142,13.59605,-0.3728904,2.79473,-7.981201,-3.108146,5.189171,2.991357,8.151343,4.886965,24.66215,11.72492,3.358858,-3.544853,1.253405,-0.1029284,0.9819056,4.669692,-6.628438,5.603489,21.55311,-11.03324
MCM3,0.7438548,-11.47651,-1.272004,4.80039,-3.573643,-5.016253,-3.007497,-2.87111,-10.44846,-0.6282885,5.439168,-2.352489,0.9698939,14.34363,-8.047851,5.626986,5.465137,-5.930761,4.915264,14.21325,2.209837,-0.06913855,-6.520504,-1.407924,197.9692,3.53393,-0.4594795,-7.880158,9.313874,12.7097
MCM3,26.92629,28.07319,15.31494,14.86593,15.43916,13.34881,0.4769715,11.76899,7.561788,4.338521,6.589994,6.569943,82.36755,126.9152,115.6804,97.49383,132.1602,123.0933,29.50542,68.90643,79.58443,62.98262,48.98007,56.44765,-2.545479,1.342739,4.638537,-2.208628,-11.38855,-5.808779
MCM4,7.806992,-9.58896,4.38314,6.493216,0.1110583,-3.491616,0.4467184,-0.978112,-0.7486818,1.970053,2.007392,8.46324,2.959561,-1.438596,-12.62394,-6.495894,-1.325624,1.612284,-1.649243,-2.122554,0.4679551,-5.232898,-4.509743,-0.3504811,4.593508,-5.444554,15.09594,65.73651,1.282361,8.758617
MCM4,2.005954,22.43691,1.845924,5.855857,-2.277404,28.61503,-2.455011,5.873553,9.975439,-6.647584,10.13647,1.132975,23.27007,4.110566,-4.868321,-8.251701,6.332319,18.24509,9.183802,-7.853899,3.82552,21.88421,11.6373,-7.447422,33.11882,159.6173,4.460965,8.309459,1120.005,22.05569
MCM5,14.95865,2.831122,3.299244,-9.259598,16.93255,12.17142,8.732881,5.333142,6.315626,-0.9320188,12.949,8.533017,2.727462,-4.578767,-2.965719,-1.481308,15.52425,-3.115456,13.7917,10.59996,38.62722,14.75356,12.63814,6.555735,963.8318,16.82891,48.04302,204.8877,22.60508,39.39697
MCM6,46.99494,25.56332,32.34073,79.76716,72.92809,44.57129,28.57261,55.61101,54.71826,19.23481,40.96899,42.29988,60.30974,80.5781,76.01395,30.46562,32.12838,39.09494,23.4665,55.58376,35.26504,40.1974,37.14719,51.49054,783.1469,829.3563,1493.869,100.2344,17.87305,48.90596
MCM7,-1.313204,-8.298455,-3.770639,-2.169372,-10.76983,-7.496773,-3.546594,2.882304,4.635352,-5.866117,-2.486257,9.075896,-1.658066,-1.809736,4.75498,-10.0145,4.337321,-10.4257,-9.346188,-5.228647,-11.17831,2.503726,-7.684005,3.058914,-2.606214,174.3653,182.0232,123.1542,5.129769,22.36997
MCM7,-0.1652158,-7.282101,-4.844408,-1.616308,3.002639,-2.147181,-3.474874,8.429586,-3.961506,-10.04969,5.702321,-9.201765,-0.09471533,-0.1215973,-7.083914,1.423552,-5.647175,-9.812181,-4.106395,-17.32996,-10.3707,-1.091708,5.860061,-3.477618,4.493124,50.70059,-6.777169,-13.57812,14.08116,5.122526
MCM7,-8.497863,-15.91188,-17.9488,-11.67312,-12.33828,-15.22018,-14.86808,-1.310395,-9.58896,-15.05971,-5.957583,-9.514107,-8.305242,0.3512927,-4.633275,-6.195226,-3.385953,-6.990683,-5.947053,-7.161011,-1.732516,-9.684687,4.343298,-15.83579,-9.458568,-12.10026,-14.05602,-5.754926,2.129457,-1.008948
CDC7,3.640198,1.189127,3.017276,-1.889395,3.392948,-2.392753,10.80476,-8.206367,1.901657,2.004603,5.172735,-2.546765,1.650283,5.437914,17.9399,11.33185,2.993475,8.161774,4.431173,4.373207,5.323395,-1.377279,5.63611,7.026649,2.782959,8.520215,24.34239,171.9755,12.27708,6.458683
DBF4,21.95962,20.00724,11.7482,18.54308,26.92257,8.222391,-6.75447,10.06437,9.943302,34.56253,10.1326,20.70387,-3.795727,3.812201,9.10684,15.84945,2.815236,-4.266778,21.63785,38.2636,34.69526,27.2614,27.86141,37.05026,4.521167,38.58966,252.1534,-3.096798,10.24505,-5.723883
E2F1,-10.78689,-3.723788,-8.595702,-17.40344,-9.071811,-6.911193,-9.43098,-5.845572,-11.70865,-11.41729,-15.14493,-9.446666,-8.188861,-9.221537,-7.548399,-13.24261,-4.73423,-6.884352,-9.675331,-12.11195,-11.38995,-11.85835,-13.51816,-12.39426,-1.394081,-2.844013,-9.446666,-7.402069,-8.085768,-0.2395286
E2F2,-3.200184,1.195703,-9.583788,-8.25952,-3.068018,-5.893667,-7.051203,-3.176708,-3.188186,0.3671247,1.04093,-12.51175,-7.968489,-2.418256,-6.872973,-6.060526,-6.780596,-10.44204,11.34978,2.091678,-8.460341,-11.05376,-6.727492,-5.937794,-14.56917,-13.33375,-10.04296,-11.09075,-7.721147,-8.423772
E2F3,6.956467,4.67634,2.101455,40.96899,-2.499672,4.188181,9.509277,3.811561,14.82239,21.42122,7.5529,6.568863,7.535387,22.00598,18.08748,2.052086,15.24031,4.898596,18.89023,22.76854,19.20037,-2.659237,2.750627,21.14616,5.898872,128.209,354.6772,394.3647,16.15305,10.03882
E2F4,1.763235,-4.206924,-3.151231,-12.07614,2.569247,-5.955637,-1.9134,-0.5345848,3.597896,-9.834013,-14.5745,-9.117731,-13.84264,-3.115456,-11.94212,2.076406,-0.3963539,-7.699404,1369.039,1337.716,1500.135,609.2734,519.0768,463.1647,1.95863,-4.630845,-4.573483,-4.095134,-2.691828,-4.014503
E2F5,141.3769,122.3387,126.6937,142.2332,106.166,162.5239,104.1246,96.6549,112.4138,91.31504,97.71379,95.46379,318.1695,269.1456,318.6626,217.4563,210.8132,230.5267,122.4166,153.8567,131.5036,162.884,165.6632,155.2656,18.32768,-2.621794,-2.873065,-4.083435,4.066225,-3.301665
TFDP1,-1.438596,-6.723624,-20.20612,6.244887,-11.59932,-13.81929,-11.7952,-4.622227,-5.576775,-4.480544,1.947184,2.5469,-11.60655,-11.37956,-10.12336,13.63084,-9.223575,-9.124239,-8.6637,-4.886854,2.438087,-5.592233,-8.410508,-4.862745,-5.843773,-1.994275,-8.226923,9.873635,-4.271598,2.006566
TFDP1,-1.320487,13.3573,6.356215,-8.809702,-4.068186,12.35152,-3.2169,-0.09755067,-3.362384,0.3085465,10.9529,-2.353623,4.217467,-2.460299,-3.022519,-6.932556,-5.573829,-7.520786,-1.834813,8.110333,-6.584849,-3.372063,-4.529562,-4.186899,47.63558,275.9416,46.08623,4.529267,-13.48697,-0.2198916
TFDP2,-10.29191,-2.807522,4.630798,-5.725442,1.139688,8.526459,17.02011,13.63456,40.57064,14.51846,29.6714,19.09368,16.53499,15.29064,14.66873,12.41378,24.92574,64.55037,4.202411,19.78103,8.434555,4.264038,21.27601,28.02399,2.130875,-3.169611,102.0423,-4.699354,169.3692,-1.293699
TFDP2,-7.654896,-12.99698,1.041585,-6.828362,-7.110199,1.01032,12.80519,-8.885833,-5.596567,-7.206151,-1.507702,-6.539209,7.829789,7.044425,12.11925,26.99115,9.641232,8.064506,-14.59239,5.378062,-3.400124,4.839447,1.929891,8.584289,4.811468,7.681898,8.727576,568.9462,-3.048941,76.92863
EP300,433.6377,295.1988,333.7792,364.0085,412.044,295.3719,735.6563,685.8749,616.656,989.6443,536.71,649.4545,823.8068,601.8066,656.3822,576.803,656.3822,738.0618,1443.003,1228.098,1238.538,529.5754,783.4747,695.4973,5087.458,5042.804,5425.694,5253.913,5163.395,5644.518
PRKDC,15.36484,2.173605,22.13475,6.957624,10.00727,6.489711,5.457184,15.51418,2.5469,9.555087,-0.07726589,1.320056,13.98221,18.64101,23.48041,5.934319,17.86468,2.896025,21.47942,22.99418,17.83017,14.62493,8.534208,17.74096,367.8312,2.805264,7.92452,135.2731,22.75727,3.612618
PRKDC,2231.141,2169.322,2240.37,2483.867,2535.324,2256.628,2774.893,3899.885,2555.197,3480.27,2680.453,2366.219,1025.76,1062.735,1307.085,1472.824,1598.814,1743.481,2650.002,2574.826,2165.656,1956.848,2450.013,1506.323,217.0857,137.9401,1206.489,177.1474,330.9367,-1.63041
PRKDC,10.38644,-9.864835,-16.52502,-2.467789,1.677448,-14.27056,-2.446603,-9.373682,1.084897,-9.051569,-0.3819895,-5.58134,-10.78945,-16.25871,-9.17719,-6.390122,-5.281105,-8.662766,-5.816528,-5.136462,-2.950613,-12.59616,2.250339,-12.56665,6.109163,7.025676,-4.367032,-8.66942,-7.372053,91.57142
PRKDC,-1.42624,-2.168041,1.404916,5.900838,-2.860554,-6.303353,-6.792205,-9.798738,11.03524,4.401997,-5.336532,-3.108867,-2.314669,2.306431,-10.19152,-9.741845,-0.4421709,5.27178,-3.142338,16.91505,5.73982,-2.946285,-3.910757,2.305116,-2.73663,0.5760961,-0.6776084,-5.606415,5.662599,11.0301
ATM,171.1356,174.4902,169.1818,285.8042,230.0498,215.8907,452.8611,695.4973,408.5386,915.3489,454.4313,630.1418,134.8378,98.29774,131.9538,86.02167,119.3118,170.0003,549.3669,415.1086,423.2933,207.5818,368.887,304.8102,47.2995,13.44772,26.36854,565.1765,-4.092002,4.910931
ATM,7.735439,13.63615,-1.561788,-8.167198,4.701258,-3.166755,-2.923042,21.58039,6.704061,10.12988,2.840451,13.64719,7.823197,27.47244,23.78717,0.5523067,-6.354197,-0.210568,198.8726,166.0009,157.2152,85.44435,86.13963,149.4195,17.41934,13.99071,67.97313,-1.035286,44.2287,24.72189
ATM,-2.496759,-8.002781,-0.6744186,9.647193,0.2927641,-3.214808,6.211133,3.115373,12.75863,7.328156,11.19424,3.47018,-3.935493,4.706779,-2.113083,8.991353,3.962931,10.12454,10.54721,2.744449,13.37743,4.935915,0.5221764,6.821854,-11.2497,-12.90417,-14.56917,-15.23941,-4.148089,-3.305305
ATM,0.9889204,3.494467,1.678316,0.9181216,0.1458873,6.24946,6.157863,-3.334229,11.80668,7.001976,3.882434,6.13457,4.721937,11.30871,-1.388279,24.92073,-8.31524,10.98311,8.119494,7.92924,15.29435,-1.518293,-10.90073,-2.09691,12.81675,0.5746298,341.2514,41.34013,5.498947,16.95796
